i	Nodes	Mean	Max	Min	Median	Std	N
281	295	4.333575963974	11.0497040748596	2.43210983276367	3.69326138496399	2.39013936894487	12
282	296	10.2769893805186	25.6982476711273	3.21653652191162	6.35680794715881	7.67279172506746	9
283	297	4.55828884840012	14.7369546890259	2.54415202140808	3.41247630119324	3.21026390248311	20
284	298	5.37200206518173	11.4064493179321	2.67423462867737	4.47585082054138	2.5893732045606	16
285	299	4.69571112502705	10.9878792762756	2.51270270347595	4.0332487821579	2.11457440303521	22
286	300	4.4164115190506	9.42717385292053	2.5477466583252	3.48960280418396	2.15918785745137	20
287	301	5.92387338245616	16.5975825786591	2.48351573944092	3.59868764877319	4.62099721758839	17
288	302	6.13878316349453	27.4333012104034	2.29136514663696	4.3752738237381	5.78436451765422	18
289	303	4.4585463319506	8.45879173278809	2.37345170974731	3.5985894203186	2.46463513328662	7
290	304	5.27669806913896	10.8619034290314	2.97328472137451	4.41774940490723	2.4062399767506	11
291	305	7.84653507471085	22.5543510913849	2.1742742061615	4.75149786472321	5.99378585680677	20
292	306	4.04457763830821	7.42423224449158	2.39649367332458	3.13266170024872	1.82544678497467	12
293	307	4.71942294727672	11.053599357605	2.52240180969238	3.44798541069031	3.15682687200304	11
294	308	6.1049587726593	17.8082168102264	2.31460452079773	4.55460608005524	4.68893139939171	10
295	309	5.92419626315435	17.1494805812836	2.68217897415161	5.03578698635101	4.21285658898588	12
296	310	5.01211738586426	7.97089004516602	2.1980893611908	4.48776912689209	1.7766109089238	9
297	311	5.53937210639318	11.8556561470032	2.38456273078918	4.78979074954987	2.53252682831444	12
298	312	5.97865328788757	10.0073554515839	2.20194530487061	6.18026459217072	2.55055919935003	10
299	313	6.22274520993233	12.8872842788696	2.17689371109009	6.11855006217957	3.52449570634466	8
300	314	11.4203668236732	34.9531798362732	2.47841310501099	6.84977841377258	10.4688988106931	12
301	315	7.14004065773704	16.1351404190063	2.73997640609741	5.26791191101074	4.43422434338858	11
302	316	6.51455661654472	13.5143249034882	2.34543919563293	6.2124879360199	3.6592304082908	8
303	317	9.003873239864	29.1173808574677	2.27131271362305	4.82696032524109	9.99387461063735	11
